 publication_title;print_identifier;online_identifier;date_first_issue_online;num_first_vol_online;num_first_issue_online;date_last_issue_online;num_last_vol_online;num_last_issue_online;title_url;first_author;title_id;embargo_info;coverage_depth;coverage_notes;publisher_name;publication_type;date_monograph_published_print;date_monograph_published_online;monograph_volume;monograph_edition;first_editor;parent_publication_title_id;preceding_publication_title_id;access_type;oclc_number
Koloniale mythen en Benedenwindse feiten. Curaçao, Aruba en Bonaire in inheems Atlantisch perspectief, ca. 1499-1636;9789088906015;9789088906022;2018;;;;;;https://www.sidestone.com/books/koloniale-mythen-en-benedenwindse-feiten;Luc Alofs;9789088906015;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Palaeolithic Italy. Advanced studies on early human adaptations in the Apennine peninsula;9789088905834;9789088905858;2018;;;;;;https://www.sidestone.com/books/palaeolithic-italy;Edited by Valentina Borgia & Emanuela Cristiani;9789088905834;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Beauty en Fashion. De laatste trends uit het Oude Rome;9789088906381;9789088906398;2018;;;;;;https://www.sidestone.com/books/beauty-en-fashion;Dorothee Olthof & Martine Teunissen;9789088906381;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Chariots in Ancient Egypt. The Tano Chariot, A Case Study;9789088904660;9789088904684;2018;;;;;;https://www.sidestone.com/books/chariots-in-ancient-egypt;Edited by André J. Veldmeijer & Salima Ikram, with contributions by Ole Herslund, Lisa Sabbahy & Lucy Skinner;9789088904660;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Fighting Fibres. Kiribati Armour and Museum Collections;9789088905650;9789088905674;2018;;;;;;https://www.sidestone.com/books/fighting-fibres;Edited by Julie Adams, Polly Bence and Alison Clark;9789088905650;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Debating Religious Space and Place in the Early Medieval World (c. AD 300-1000);9789088904189;9789088904202;2018;;;;;;https://www.sidestone.com/books/debating-religious-space-and-place-in-the-early-medieval-world;Edited by Chantal Bielmann and Brittany Thomas;9789088904189;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Exploring human nature. A reflexive mixed methods enquiry into Solo time in the wilderness;9789088905582;9789088905605;2018;;;;;;https://www.sidestone.com/books/exploring-human-nature;Jana Lemke;9789088905582;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Reframing Luchino Visconti. Film and Art;9789088905483;9789088905506;2018;;;;;;https://www.sidestone.com/books/reframing-luchino-visconti;Ivo Blom;9789088905483;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Exorcism, illness and demons in an ancient Near Eastern context. The Egyptian magical Papyrus Leiden I 343 + 345;9789088905391;9789088905414;2018;;;;;;https://www.sidestone.com/books/exorcism-illness-and-demons-in-an-ancient-near-eastern-context;Susanne Beck;9789088905391;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Manipulations post-mortem du corps humain. Implications archéologiques et anthropologiques;9789088905438;9789088905452;2018;;;;;;https://www.sidestone.com/books/manipulations-post-mortem-du-corps-humain;Jennifer Kerner;9789088905438;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Una Isla, Dos Mundos. Estudio arqueológico sobre el paisaje indígena de Haytí y su transformación al paisaje colonial de La Española (1200-1550);9789088905711;9789088905735;2018;;;;;;https://www.sidestone.com/books/una-isla-dos-mundos;Eduardo Herrera Malatesta;9789088905711;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
The Arts of Making in Ancient Egypt. Voices, images, and objects of material producers 2000–1550 BC;9789088905230;9789088905254;2018;;;;;;https://www.sidestone.com/books/the-arts-of-making-in-ancient-egypt;Edited by Gianluca Miniaci, Juan Carlos Moreno García, Stephen Quirke & Andréas Stauder;9789088905230;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Classicale Acta 1573-1620. Deel X. Band 2. Particuliere synode Zuid-Holland, Classis Brielle 1574-1623;9789088906732;9789088906756;2018;;;;;;https://www.sidestone.com/books/classicale-acta-1573-1620-deel-x-band-2;Bewerkt door dr. W.G. Visser;9789088906732;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Classicale Acta 1573-1620. Deel X. Band 1. Particuliere synode Zuid-Holland, Classis Brielle 1574-1623;9789088906701;9789088906725;2018;;;;;;https://www.sidestone.com/books/classicale-acta-1573-1620-deel-x-band-1;Bewerkt door dr. W.G. Visser;9789088906701;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Classicale Acta 1573-1620. Deel IX. Band 2. Provinciale synode Gelderland;9789088906671;9789088906695;2018;;;;;;https://www.sidestone.com/books/classicale-acta-1573-1620-deel-ix-band-2;Bewerkt door C. Ravensbergen;9789088906671;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Classicale Acta 1573-1620. Deel IX. Band 1. Provinciale synode Gelderland;9789088906640;9789088906664;2018;;;;;;https://www.sidestone.com/books/classicale-acta-1573-1620-deel-ix-band-1;Bewerkt door C. Ravensbergen;9789088906640;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
The urban graveyard. Archaeological perspectives;9789088905025;9789088905049;2018;;;;;;https://www.sidestone.com/books/the-urban-graveyard;Edited by Roos van Oosten, Rachel Schats, Kerry Fast, Nico Arts & Jeroen Bouwmeester;9789088905025;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
We graven hier niet de bijbel op!. De Nederlandse opgraving op Tell Deir Alla (1960-1967);9789088905612;9789088905629;2018;;;;;;https://www.sidestone.com/books/we-graven-hier-niet-de-bijbel-op;Margreet L. Steiner & Bart Wagemakers;9789088905612;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen betreffende Kerk en School in de gouvernementen Ambon, Ternate en Banda ten tijde van de Verenigde Oost-Indische Compagnie (VOC), 1605-1791. Vierde deel, Gouvernement Banda 1622-1790;9789088905957;9789088905971;2018;;;;;;https://www.sidestone.com/books/bronnen-betreffende-kerk-en-school-in-de-gouvernementen-ambon-deel-4;Bezorgd door Hendrik E. Niemeijer en Th. van den End, m.m.v. G.J. Schutte;9789088905957;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen betreffende Kerk en School in de gouvernementen Ambon, Ternate en Banda ten tijde van de Verenigde Oost-Indische Compagnie (VOC), 1605-1791. Derde deel, Gouvernement Banda 1622-1790;9789088906619;9789088906633;2018;;;;;;https://www.sidestone.com/books/bronnen-betreffende-kerk-en-school-in-de-gouvernementen-ambon-deel-3;Bezorgd door Hendrik E. Niemeijer en Th. van den End, m.m.v. G.J. Schutte;9789088906619;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen betreffende Kerk en School in de gouvernementen Ambon, Ternate en Banda ten tijde van de Verenigde Oost-Indische Compagnie (VOC), 1605-1791. Tweede deel, tweede band, Gouvernement Ternate 1698-1791;9789088906589;9789088906602;2018;;;;;;https://www.sidestone.com/books/bronnen-betreffende-kerk-en-school-in-de-gouvernementen-ambon-deel-2-band-2;Bezorgd door Hendrik E. Niemeijer en Th. van den End, m.m.v. G.J. Schutte;9789088906589;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen betreffende Kerk en School in de gouvernementen Ambon, Ternate en Banda ten tijde van de Verenigde Oost-Indische Compagnie (VOC), 1605-1791. Tweede deel, eerste band, Gouvernement Ternate 1612-1697;9789088906558;9789088906572;2018;;;;;;https://www.sidestone.com/books/bronnen-betreffende-kerk-en-school-in-de-gouvernementen-ambon-deel-2-band-1;Bezorgd door Hendrik E. Niemeijer en Th. van den End, m.m.v. G.J. Schutte;9789088906558;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen betreffende Kerk en School in de gouvernementen Ambon, Ternate en Banda ten tijde van de Verenigde Oost-Indische Compagnie (VOC), 1605-1791. Eerste deel, tweede band, Gouvernement Ambon 1690-1791;9789088906527;9789088906541;2018;;;;;;https://www.sidestone.com/books/bronnen-betreffende-kerk-en-school-in-de-gouvernementen-ambon-deel-1-band-2;Bezorgd door Hendrik E. Niemeijer en Th. van den End, m.m.v. G.J. Schutte;9789088906527;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen betreffende Kerk en School in de gouvernementen Ambon, Ternate en Banda ten tijde van de Verenigde Oost-Indische Compagnie (VOC), 1605-1791. Eerste deel, eerste band, Gouvernement Ambon 1605-1690;9789088906497;9789088906510;2018;;;;;;https://www.sidestone.com/books/bronnen-betreffende-kerk-en-school-in-de-gouvernementen-ambon-deel-1-band-1;Bezorgd door Hendrik E. Niemeijer en Th. van den End, m.m.v. G.J. Schutte;9789088906497;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen voor de geschiedenis der dagvaarten van de Staten van Zeeland 1318-1572: Band 1. Inleiding, lijsten en teksten 1318-1478;9789088906404;9789088906428;2018;;;;;;https://www.sidestone.com/books/dagvaarten-van-de-staten-van-zeeland-band-1;Uitgegeven door J.G. Smit, J.W.J. Burgers en E.T. van der Vlist;9789088906404;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen voor de geschiedenis der dagvaarten van de Staten van Zeeland 1318-1572: Band 2. Teksten 1479-1536;9789088906435;9789088906459;2018;;;;;;https://www.sidestone.com/books/dagvaarten-van-de-staten-van-zeeland-band-2;Uitgegeven door J.G. Smit, J.W.J. Burgers en E.T. van der Vlist;9789088906435;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Bronnen voor de geschiedenis der dagvaarten van de Staten van Zeeland 1318-1572: Band 3. Teksten 1536-1572 en indices;9789088906466;9789088906480;2018;;;;;;https://www.sidestone.com/books/dagvaarten-van-de-staten-van-zeeland-band-3;Uitgegeven door J.G. Smit, J.W.J. Burgers en E.T. van der Vlist;9789088906466;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2018;;;;;;;P;
Mobility and Pottery Production. Archaeological and Anthropological Perspectives;9789088904608;9789088904622;2017;;;;;;https://www.sidestone.com/books/mobility-and-pottery-production;Edited by Caroline Heitz & Regine Stapfer;9789088904608;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Archaeology and Geomatics. Harvesting the benefits of 10 years of training in the Iberian Peninsula (2006-2015);9789088904516;9789088904530;2017;;;;;;https://www.sidestone.com/books/archaeology-and-geomatics;Edited by Victorino Mayoral Herrera, César Parcero-Oubiña & Pastor Fábrega-Álvarez;9789088904516;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Archaeology of Touchstones. An introduction based on finds from Birka, Sweden;9789088905179;9789088905193;2017;;;;;;https://www.sidestone.com/books/archaeology-of-touchstones;Martin Ježek;9789088905179;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
The Coffins of the Priests of Amun . Egyptian coffins from the 21st Dynasty in the collection of the National Museum of Antiquities in Leiden;9789088904929;9789088904943;2017;;;;;;https://www.sidestone.com/books/the-coffins-of-the-priests-of-amun;Edited by Lara Weiss;9789088904929;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Strategies of Remembering in Greece under Rome (100 BC - 100 AD);9789088904806;9789088904820;2017;;;;;;https://www.sidestone.com/books/strategies-of-remembering-in-greece-under-rome-100-bc-100-ad;Edited by Tamara M. Dijkstra, Inger N.I. Kuin, Muriel Moser & David Weidgenannt;9789088904806;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Engraved Gems. From antiquity to the present;9789088905056;9789088905070;2017;;;;;;https://www.sidestone.com/books/engraved-gems;Edited by Ben van den Bercken & Vivian Baan;9789088905056;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
De stad en de dood. Archeologische perspectieven;9789088904899;9789088904912;2017;;;;;;https://www.sidestone.com/books/de-stad-en-de-dood;Onder redactie van Roos van Oosten, Rachel Schats, Nico Arts & Jeroen Bouwmeester;9789088904899;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Fragmenting the Chieftain. A practice-based study of Early Iron Age Hallstatt C elite burials in the Low Countries;9789088905117;9789088905131;2017;;;;;;https://www.sidestone.com/books/fragmenting-the-chieftain;Sasja van der Vaart-Verschoof;9789088905117;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Fragmenting the Chieftain – Catalogue. Late Bronze and Early Iron Age elite burials in the Low Countries;9789088905148;9789088905162;2017;;;;;;https://www.sidestone.com/books/fragmenting-the-chieftain-catalogue;Sasja van der Vaart-Verschoof;9789088905148;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
The Canino Connections. The history and restoration of ancient Greek vases from the excavations of Lucien Bonaparte, Prince of Canino (1775-1840);9789088904998;9789088905018;2017;;;;;;https://www.sidestone.com/books/the-canino-connections;Edited by Ruurd Binnert Halbertsma;9789088904998;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Advances in Digital Scholarly Editing. Papers presented at the DiXiT conferences in The Hague, Cologne, and Antwerp;9789088904837;9789088904851;2017;;;;;;https://www.sidestone.com/books/advances-in-digital-scholarly-editing;Edited by Peter Boot, Anna Cappellotto, Wout Dillen, Franz Fischer, Aodhán Kelly, Andreas Mertgens, Anna-Maria Sichani, Elena Spadini & Dirk van Hulle;9789088904837;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Connecting Elites and Regions. Perspectives on contacts, relations and differentiation during the Early Iron Age Hallstatt C period in Northwest and Central Europe;9789088904424;9789088904448;2017;;;;;;https://www.sidestone.com/books/connecting-elites-and-regions;Edited by Robert Schumann and Sasja van der Vaart-Verschoof;9789088904424;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Generale Missiven van Gouverneurs-Generaal en Raden aan Heren XVII der Verenigde Oostindische Compagnie Deel xiv: 1761-1767 . Band 1;9789088905339;9789088905353;2017;;;;;;https://www.sidestone.com/books/generale-missiven-deel-xiv-1761-1767-band-1;Bewerkt door Hugo s’Jacob;9789088905339;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Generale Missiven van Gouverneurs-Generaal en Raden aan Heren XVII der Verenigde Oostindische Compagnie Deel xiv: 1761-1767 . Band 2;9789088905360;9789088905384;2017;;;;;;https://www.sidestone.com/books/generale-missiven-deel-xiv-1761-1767-band-2;Bewerkt door Hugo s’Jacob;9789088905360;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Nineveh. Hoofdstad van een wereldrijk;9789088905469;9789088905476;2017;;;;;;https://www.sidestone.com/books/nineveh;Onder redactie van Lucas P. Petit & Daniele Morandi Bonacossi;9789088905469;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Nineveh, the Great City. Symbol of Beauty and Power;9789088904967;9789088904981;2017;;;;;;https://www.sidestone.com/books/nineveh-the-great-city;Edited by Lucas P. Petit, & Daniele Morandi Bonacossi;9789088904967;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Metaaltijden (vol. 4). Bijdragen in de studie van de metaaltijden;9789088905278;9789088905292;2017;;;;;;https://www.sidestone.com/books/metaaltijden-vol-4;Edited by Stijn Arnoldussen, Axel Müller & E. Norde;9789088905278;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Style and Meaning. Essays on the anthropology of art;9789088904462;9789088904486;2017;;;;;;https://www.sidestone.com/books/style-and-meaning;Anthony Forge (edited by Alison Clark and Nicholas Thomas);9789088904462;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Verre forten, Vreemde kusten. Nederlandse verdedigingswerken overzee;9789088904493;9789088904509;2017;;;;;;https://www.sidestone.com/books/verre-forten-vreemde-kusten;Onder redactie van Kees Ampt, Ad Littel en Edwin Paar;9789088904493;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Religion, cults & rituals in the medieval rural environment. Religion, Kulte und Rituale in der mittelalterlichen bäuerlichen Umgebung | Réligion, cultes et rituels au milieu rural médiéval;9789088904868;9789088904882;2017;;;;;;https://www.sidestone.com/books/religion-cults-rituals-in-the-medieval-rural-environment;Edited by Christiane Bis-Worch & Claudia Theune;9789088904868;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
European Archaeology: Identities & Migrations. Archéologie européenne: Identités & Migrations;9789088905209;9789088905223;2017;;;;;;https://www.sidestone.com/books/european-archaeology-identities-migrations;Edited by Laurence Manolakakis, Nathan Schlanger, Anick Coudart;9789088905209;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Drawing Lithic Artefacts;9789088905308;9789088903564;2017;;;;;;https://www.sidestone.com/books/drawing-lithic-artefacts;Yannick Raczynski-Henk;9789088905308;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Treasures in Trusted Hands. Negotiating the Future of Colonial Cultural Objects;9789088904394;9789088904417;2017;;;;;;https://www.sidestone.com/books/treasures-in-trusted-hands;Jos van Beurden;9789088904394;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
The Interactive Past. Archaeology, Heritage, and Video Games;9789088904363;9789088904387;2017;;;;;;https://www.sidestone.com/books/the-interactive-past;Edited by Angus A.A. Mol, Csilla E. Ariese-Vandemeulebroucke, Krijn H.J. Boom & Aris Politopoulos;9789088904363;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Sailors, Musicians and Monks. The Leatherwork from Dra‘ Abu el Naga (Luxor, Egypt);9789088904158;9789088904172;2017;;;;;;https://www.sidestone.com/books/sailors-musicians-and-monks;André J. Veldmeijer, with contributions by Daniel Polz and Ute Rummel;9789088904158;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Novels of Genocide. Remembering and Forgetting the Ethnic Other in Fictional Rwanda;9789088904318;9789088904332;2017;;;;;;https://www.sidestone.com/books/novels-of-genocide;Olivier Nyirubugara;9789088904318;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Artisans versus nobility?. Multiple identities of elites and ‘commoners’ viewed through the lens of crafting from the Chalcolithic to the Iron Ages in Europe and the Mediterranean;9789088903960;9789088903984;2017;;;;;;https://www.sidestone.com/books/artisans-versus-nobility;Edited by Ann Brysbaert and Alexis Gorgues ;9789088903960;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Interdisciplinarity between Humanities and Science. A Festschrift in honour of Prof. Dr. Henk Kars;9789088904035;9789088904059;2017;;;;;;https://www.sidestone.com/books/interdisciplinarity-between-humanities-and-science;Edited by Sjoerd Kluiving, Lisette Kootker & Rita Hermans;9789088904035;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
After the deluge. A palaeogeographical reconstruction of Bronze Age West-Frisia (2000-800 BC);9789088904066;9789088904080;2017;;;;;;https://www.sidestone.com/books/after-the-deluge;Wilko van Zijverden;9789088904066;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2017;;;;;;;P;
Excavations of Gebel Adda (Lower Nubia). Ancient Nubian Leatherwork. Part I. Sandals and Shoes;9789088904127;9789088904141;2016;;;;;;https://www.sidestone.com/books/excavations-of-gebel-adda-lower-nubia;André J. Veldmeijer;9789088904127;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Leatherwork from Elephantine (Aswan, Egypt). Analysis and Catalogue of the Ancient Egyptian & Persian Leather Finds;9789088903717;9789088903724;2016;;;;;;https://www.sidestone.com/books/leatherwork-from-elephantine-aswan-egypt;André J. Veldmeijer;9789088903717;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Koninginnen van de Nijl. Macht en schoonheid in het Nieuwe Rijk (1539-1077 v. Chr.) ;9789088903991;9789088904028;2016;;;;;;https://www.sidestone.com/books/koninginnen-van-de-nijl;Onder redactie van Olaf E. Kaper;9789088903991;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Koninginnen van de Nijl in vertaling. De oude Egyptenaren aan het woord;9789088904295;9789088904301;2016;;;;;;https://www.sidestone.com/books/koninginnen-van-de-nijl-in-vertaling;Olaf E. Kaper, met bijdragen van Maarten J. Raven en Ben J.J. Haring;9789088904295;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Lamak. Ritual objects in Bali;9789088903908;9789088903922;2016;;;;;;https://www.sidestone.com/books/lamak;Francine Brinkgreve;9789088903908;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Archäologische Demographie. Methoden, Daten und Bevölkerung der europäischen Bronze- und Eisenzeiten;9789088903939;9789088903953;2016;;;;;;https://www.sidestone.com/books/archaeologische-demographie;Frank Nikulka;9789088903939;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
The life cycle of structures in experimental archaeology. An object biography approach;9789088903656;9789088903663;2016;;;;;;https://www.sidestone.com/books/the-life-cycle-of-structures-in-experimental-archaeology;Edited by Linda Hurcombe & Penny Cunningham;9789088903656;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Ancient Lives. Object, people and place in early Scotland. Essays for David V Clarke on his 70th birthday;9789088903755;9789088903762;2016;;;;;;https://www.sidestone.com/books/ancient-lives;Edited by Fraser Hunter & Alison Sheridan ;9789088903755;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Portable Antiquities, Palimpsests, and Persistent Places. A multi-period approach to Portable Antiquities Scheme data in Lincolnshire;9789088903694;9789088903700;2016;;;;;;https://www.sidestone.com/books/portable-antiquities-palimpsests-and-persistent-places;Adam Jonathan Daubney;9789088903694;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Metaaltijden (vol. 3). Bijdragen in de studie van de metaaltijden;9789088904004;9789088904011;2016;;;;;;https://www.sidestone.com/books/metaaltijden-vol-3;Edited by Axel Müller & Richard Jansen;9789088904004;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Au fil de l’os. Économie et société chez les Rèmes et les Suessions par le prisme de l’archéozoologie;9789088903618;9789088903625;2016;;;;;;https://www.sidestone.com/books/au-fil-de-l-os;Pierre-Emmanuel Paris;9789088903618;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
La hache de silex dans le Val de Seine. Production et diffusion des haches au Néolithique;9789088903373;9789088903380;2016;;;;;;https://www.sidestone.com/books/la-hache-de-silex-dans-le-val-de-seine;Edited by François Giligny & Françoise Bostyn;9789088903373;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Op bezoek bij de Groot-Mogol. Twee hofreizen van de VOC naar de Groot-Mogol in India, 1662 en 1711-1713;9789088903779;9789088903786;2016;;;;;;https://www.sidestone.com/books/op-bezoek-bij-de-groot-mogol;Hans van Santen;9789088903779;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Approvisionner Cayenne sous l’Ancien Régime. Archéologie et histoire des réseaux commerciaux;9789088903571;9789088903588;2016;;;;;;https://www.sidestone.com/books/approvisionner-cayenne-sous-l-ancien-regime;Catherine Losier;9789088903571;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Flèches de pouvoir à l’aube de la métallurgie de la Bretagne au Danemark (2500-1700 av. n. è.);9789088903052;9789088903069;2016;;;;;;https://www.sidestone.com/books/fleches-de-pouvoir-a-l-aube-de-la-metallurgie;Clément Nicolas;9789088903052;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
Catalogue: Flèches de pouvoir à l’aube de la métallurgie de la Bretagne au Danemark (2500-1700 av. n. è.);9789088903731;9789088903748;2016;;;;;;https://www.sidestone.com/books/catalogue-fleches-de-pouvoir-a-l-aube-de-la-metallurgie;Clément Nicolas;9789088903731;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
The Marys of Medieval Drama. The Middle English Digby and N-town in Translation;9789088903670;9789088903687;2016;;;;;;https://www.sidestone.com/books/the-marys-of-medieval-drama;Colleen E. Donnelly;9789088903670;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;2016;;;;;;;P;
