 publication_title;print_identifier;online_identifier;date_first_issue_online;num_first_vol_online;num_first_issue_online;date_last_issue_online;num_last_vol_online;num_last_issue_online;title_url;first_author;title_id;embargo_info;coverage_depth;coverage_notes;publisher_name;publication_type;date_monograph_published_print;date_monograph_published_online;monograph_volume;monograph_edition;first_editor;parent_publication_title_id;preceding_publication_title_id;access_type;oclc_number
Leiden Journal of Pottery Studies vol. 05;1574175305;;1987;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-05;Edited by A. van As;1574175305;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1987;;;;;;;P;
APL20 - Collection of Papers;9789004086371;;1987;;;;;;https://www.sidestone.com/books/apl20-collection-of-papers;Edited by Corrie Bakels;9789004086371;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1987;;;;;;;P;
Leiden Journal of Pottery Studies vol. 04;1574175304;;1986;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-04;Edited by The Department of Pottery Technology ;1574175304;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1986;;;;;;;P;
Die Neolithische Besiedlung bei Hienheim, Ldkr. KelHeim;9789004081703;;1986;;;;;;https://www.sidestone.com/books/die-neolithische-besiedlung-bei-hienheim;P.J.R. Modderman;9789004081703;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1986;;;;;;;P;
Leiden Journal of Pottery Studies vol. 03;1574175303;;1985;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-03;Edited by The Department of Pottery Technology ;1574175303;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1985;;;;;;;P;
Maastricht-Belvédère. Stratigraphy, Palaeoenvironment and Archaeology of the Middle and Late Pleistocene Deposits;9789081810937;;1985;;;;;;https://www.sidestone.com/books/maastricht-belvedere;Edited by Thijs van Kolfschoten & Wil Roebroeks;9789081810937;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1985;;;;;;;P;
Leiden Journal of Pottery Studies vol. 02;1574175302;;1984;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-02;Edited by The Department of Pottery Technology ;1574175302;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1984;;;;;;;P;
APL 17 - Collection of Papers;9789081810920;;1984;;;;;;https://www.sidestone.com/books/apl17-collection-of-papers;Edited by P.W. van den Broeke & W.A.B van der Sanden;9789081810920;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1984;;;;;;;P;
Holocene Paleoenvironmental Evolotion of a Perimarine Fluviatile Area. Geology and Paleobotany of the Area surrounding the Archaeological Excavation at the Hazendonk River Dune (Western Netherlands);9789081810944;;1983;;;;;;https://www.sidestone.com/books/holocene-paleoenvironmental-evolotion-of-a-perimarine-fluviatile-area;J.D. van der Woude;9789081810944;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1983;;;;;;;P;
Leiden Journal of Pottery Studies vol. 01;1574175301;;1983;;;;;;https://www.sidestone.com/books/leiden-journal-of-pottery-studies-vol-01;Edited by The Department of Pottery Technology ;1574175301;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1983;;;;;;;P;
Prehistoric settlement patterns around the southern North Sea. Papers presented at a colloquium, held in honour of Professor Dr. P.J.R. Modderman, Leiden, 3-7 May 1982;9789081810982;;1982;;;;;;https://www.sidestone.com/books/prehistoric-settlement-patterns-around-the-southern-north-sea;Edited by Corrie Bakels, M.E.Th. de Grooth & L.P. Louwe Kooijmans;9789081810982;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1982;;;;;;;P;
The Early Neolithic I settlement at Sesklo. An early farming community in Thessaly, Greece;9789081810975;;1981;;;;;;https://www.sidestone.com/books/the-early-neolithic-i-settlement-at-sesklo;M.H.J.M.N. Wijnen;9789081810975;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1981;;;;;;;P;
APL 13 - Collection of Papers;9789081810968;;1980;;;;;;https://www.sidestone.com/books/apl-13-collection-of-papers;Edited by P.W. van den Broeke & Corrie Bakels;9789081810968;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1980;;;;;;;P;
On bandkeramik social structure. An analysis of pot decoration and hut distributions from the Central European Neolithic communities of Elsloo and Hienheim;9789081810951;;1979;;;;;;https://www.sidestone.com/books/on-bandkeramik-social-structure;Piet van de Velde;9789081810951;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1979;;;;;;;P;
Four Linearbandkeramik Settlements and their Environment. A Paleoecological Study of Sittard, Stein, Elsloo and Hienheim;9789060214275;;1978;;;;;;https://www.sidestone.com/books/four-linearbandkeramik-settlements-and-their-environment;Corrie Bakels;9789060214275;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1978;;;;;;;P;
Die Neolitische Besiedlung bei Hienheim, Ldkr. Kelheim. I. Die Ausgrabungen am Weinberg 1965 bis 1970. Mit Beiträgen von A.T. Clason, M.E.Th. de Grooth, L.H. Keeley und K.J.H. Vriezen;9789081810999;;1977;;;;;;https://www.sidestone.com/books/die-neolitische-besiedlung-bei-hienheim-ldkr-kelheim;P.J.R. Modderman;9789081810999;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1977;;;;;;;P;
APL 9 - Collection of Papers;9789060214084;;1976;;;;;;https://www.sidestone.com/books/apl-9-collection-of-papers;;9789060214084;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1976;;;;;;;P;
APL 8 - Collection of Papers;9789060212387;;1975;;;;;;https://www.sidestone.com/books/apl-8-collection-of-papers;;9789060212387;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1975;;;;;;;P;
The Rhine/Meuse Delta. Four studies on its prehistoric occupation and Holocene geology. With a contribution by Agatha S. Knip, Late Neolithic Skeleton Finds from Molenaarsgraaf (Z.H.);9789060211946;;1974;;;;;;https://www.sidestone.com/books/the-rhine-meuse-delta;L.P. Louwe Kooijmans;9789060211946;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1974;;;;;;;P;
APL 6 - Collection of Papers;9789060211823;;1973;;;;;;https://www.sidestone.com/books/apl-6-collection-of-papers;;9789060211823;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1973;;;;;;;P;
Das Kamps Veld in Haps in Neolithikum, Bronzezeit und Eisenzeit;9789060211595;;1972;;;;;;https://www.sidestone.com/books/das-kamps-veld-in-haps-in-neolithikum-bronzezeit-und-eisenzeit;G.J. Verwers;9789060211595;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1972;;;;;;;P;
APL 4 - Collection of Papers;9789082225112;;1971;;;;;;https://www.sidestone.com/books/apl-4-collection-of-papers;;9789082225112;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1971;;;;;;;P;
Linearbandkeramik aus Elsloo und Stein. Mit Beiträgen von R.R. Newell, E.J. Brinkman und Corrie C. Bakels;9789082225105;;1971;;;;;;https://www.sidestone.com/books/linearbandkeramik-aus-elsloo-und-stein;P.J.R. Modderman;9789082225105;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1971;;;;;;;P;
APL 2 - Collection of Papers;9789060210680;;1971;;;;;;https://www.sidestone.com/books/apl-2-collection-of-papers;;9789060210680;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1971;;;;;;;P;
APL 1 - Collection of Papers;9789060210673;;1971;;;;;;https://www.sidestone.com/books/apl-1-collection-of-papers;;9789060210673;;fulltext;Title is available for FREE online reading - Full PDF access available for our Library Program subscribers;Sidestone Press;monograph;1971;;;;;;;P;
